Class,CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat
edible,convex,smooth,gray,FALSE,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,o,evanescent,black,abundant,grasses
edible,convex,scaly,red,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,o,pendant,black,solitary,woods
edible,flat,fibrous,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,brown,solitary,woods
edible,flat,fibrous,brown,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,black,solitary,woods
edible,convex,fibrous,brown,FALSE,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,flat,smooth,brown,FALSE,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,o,evanescent,black,scattered,grasses
edible,convex,scaly,yellow,TRUE,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,o,pendant,brown,scattered,paths
edible,convex,fibrous,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,o,pendant,brown,several,woods
edible,convex,fibrous,brown,FALSE,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,o,evanescent,black,scattered,grasses
edible,convex,scaly,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,o,pendant,black,several,woods
edible,flat,fibrous,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,o,pendant,brown,solitary,woods
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,o,evanescent,brown,abundant,grasses
edible,convex,scaly,white,TRUE,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,o,pendant,black,scattered,meadows
edible,convex,smooth,brown,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,flat,smooth,white,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,o,evanescent,brown,abundant,grasses
edible,flat,fibrous,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,o,pendant,brown,several,woods
edible,flat,fibrous,white,FALSE,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,o,evanescent,black,scattered,grasses
edible,convex,fibrous,gray,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,o,pendant,brown,several,woods
edible,convex,fibrous,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,o,pendant,brown,solitary,woods
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,o,evanescent,brown,abundant,grasses
edible,convex,smooth,white,TRUE,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,o,pendant,black,numerous,meadows
edible,flat,smooth,gray,FALSE,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,o,evanescent,brown,scattered,grasses
poisonous,flat,scaly,brown,TRUE,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,o,pendant,brown,several,grasses
edible,flat,fibrous,gray,FALSE,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,brown,several,woods
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,convex,scaly,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,black,several,woods
edible,convex,scaly,red,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,o,pendant,brown,several,woods
poisonous,flat,smooth,brown,TRUE,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,o,pendant,black,several,urban
edible,flat,smooth,gray,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,o,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,o,pendant,black,solitary,woods
edible,flat,fibrous,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,o,pendant,black,solitary,woods
edible,convex,fibrous,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,o,pendant,black,several,woods
edible,convex,fibrous,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,o,pendant,brown,solitary,woods
edible,convex,fibrous,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,o,pendant,black,solitary,woods
poisonous,convex,smooth,white,TRUE,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,o,pendant,brown,several,urban
edible,convex,smooth,yellow,TRUE,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,o,pendant,black,numerous,meadows
edible,convex,fibrous,brown,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,o,pendant,brown,several,woods
edible,flat,scaly,brown,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,brown,solitary,woods
edible,convex,smooth,gray,FALSE,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,convex,scaly,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,o,pendant,brown,solitary,woods
edible,convex,fibrous,gray,FALSE,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,flat,smooth,white,FALSE,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,o,pendant,brown,several,woods
edible,flat,fibrous,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,o,pendant,brown,several,woods
edible,flat,fibrous,gray,FALSE,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,o,evanescent,black,scattered,grasses
edible,flat,fibrous,gray,FALSE,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,o,evanescent,black,scattered,grasses
edible,flat,fibrous,brown,FALSE,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,convex,fibrous,gray,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,o,pendant,black,solitary,woods
edible,convex,fibrous,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,o,pendant,brown,solitary,woods
poisonous,flat,scaly,brown,TRUE,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,o,pendant,black,scattered,urban
edible,convex,scaly,gray,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,o,pendant,black,several,woods
edible,convex,smooth,white,FALSE,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,o,evanescent,brown,abundant,grasses
edible,bell,smooth,white,TRUE,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,o,pendant,brown,scattered,meadows
edible,convex,smooth,white,FALSE,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,flat,fibrous,brown,FALSE,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,o,evanescent,black,scattered,grasses
edible,convex,scaly,gray,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,o,pendant,black,solitary,woods
edible,flat,fibrous,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,brown,several,woods
edible,convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,o,evanescent,black,scattered,grasses
poisonous,convex,smooth,white,TRUE,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,o,pendant,black,scattered,grasses
edible,convex,smooth,brown,FALSE,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,o,evanescent,brown,abundant,grasses
edible,convex,scaly,gray,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,o,pendant,black,solitary,woods
edible,flat,fibrous,gray,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,brown,several,woods
edible,convex,scaly,brown,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,brown,several,woods
edible,convex,fibrous,red,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,o,pendant,brown,solitary,woods
edible,flat,fibrous,brown,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,o,pendant,brown,solitary,woods
edible,convex,fibrous,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,o,pendant,black,solitary,woods
edible,flat,fibrous,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,brown,several,woods
edible,convex,scaly,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,o,pendant,black,solitary,woods
edible,convex,fibrous,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,black,several,woods
edible,flat,fibrous,gray,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,black,several,woods
edible,convex,fibrous,red,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,o,pendant,black,several,woods
edible,convex,scaly,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,o,pendant,brown,several,woods
poisonous,convex,smooth,white,TRUE,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,o,pendant,brown,several,grasses
edible,convex,fibrous,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,o,pendant,brown,several,woods
edible,convex,scaly,gray,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,black,several,woods
edible,convex,fibrous,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,o,pendant,brown,solitary,woods
edible,convex,scaly,red,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,o,pendant,black,solitary,woods
edible,convex,scaly,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,o,pendant,black,several,woods
edible,convex,fibrous,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,o,pendant,black,several,woods
edible,convex,scaly,gray,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,o,pendant,black,several,woods
edible,convex,fibrous,red,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,brown,solitary,woods
edible,flat,scaly,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,brown,solitary,woods
edible,flat,fibrous,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,o,pendant,black,several,woods
edible,convex,fibrous,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,o,pendant,black,several,woods
edible,flat,scaly,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,o,pendant,black,several,woods
edible,convex,scaly,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,o,pendant,brown,several,woods
edible,convex,fibrous,gray,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,o,pendant,brown,solitary,woods
edible,convex,scaly,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,o,pendant,black,several,woods
poisonous,convex,fibrous,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,smooth,white,TRUE,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,o,pendant,black,scattered,grasses
edible,convex,fibrous,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,black,several,woods
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,o,evanescent,brown,scattered,grasses
edible,convex,scaly,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,o,pendant,brown,several,woods
edible,flat,fibrous,brown,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,o,pendant,brown,solitary,woods
edible,convex,fibrous,brown,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,o,pendant,brown,several,woods
edible,convex,scaly,gray,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,brown,solitary,woods
edible,convex,scaly,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,o,pendant,brown,several,woods
edible,convex,fibrous,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,o,pendant,black,several,woods
edible,convex,scaly,brown,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,o,pendant,brown,solitary,woods
edible,convex,fibrous,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,o,pendant,black,solitary,woods
edible,convex,fibrous,red,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,black,several,woods
edible,convex,scaly,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,o,pendant,black,several,woods
edible,convex,scaly,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,brown,solitary,woods
edible,convex,scaly,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,black,solitary,woods
edible,flat,scaly,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,o,pendant,brown,several,woods
edible,flat,scaly,brown,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,o,pendant,black,several,woods
edible,convex,scaly,brown,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,o,pendant,brown,several,woods
poisonous,flat,smooth,brown,TRUE,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,o,pendant,brown,several,urban
